X,Y,OBJECTID,DIRECCION_INCIDENTE,TIPO_DE_INCIDENTE,TIPO_DE_ACTORES_VIALES_IMPLICAD,AFECTACIÓN_PERSONAS,FECHA_INCIDENTE__DD_MM_AAAA_,LATITUD,LONGITUD
-74.1661482,4.61014720015141,142,"Calle 49 sur con Carrera 77X, sentido or→occ",Choque simple,Bus / buseta (1) - Motocicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.6101472,-74.1661482
-74.1129812,4.66922260015338,143,"Av El Dorado (Calle 26) con Carrera 73A, sentido occ→or",Choque con lesionado,Automóvil particular (2) - Acompañante lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6692226,-74.1129812
-74.0773454,4.7590374001563,144,"Calle 170 con Carrera 92, sentido or→occ",Varado,Bus SITP (1),Sin lesionados,2025/05/01 00:00:00+00,4.7590374,-74.0773454
-74.0750798,4.61103030015145,145,"NQS con Calle 22, sentido n→s",Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/01 00:00:00+00,4.6110303,-74.0750798
-74.0766847,4.66600030015327,146,Calle 70 con Carrera 51,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6660003,-74.0766847
-74.0871873999999,4.53007460014881,147,Carrera 14H este con Calle 62 sur,Atropello,Motocicleta (1) - Animal de compañía (1),Con lesionados,2025/05/01 00:00:00+00,4.5300746,-74.0871874
-74.0962623999999,4.71002580015468,148,Carrera 87 con Calle 89,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.7100258,-74.0962624
-74.0987140999999,4.60740130015135,149,"Calle 6 con Carrera 31, sentido or→occ",Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),,2025/05/01 00:00:00+00,4.6074013,-74.0987141
-74.0896913,4.59952230015109,150,"Av Comuneros con Carrera 31, sentido or→occ",Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.5995223,-74.0896913
-74.1900995999999,4.60599030015128,151,Calle 68A sur con Carrera 80F,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6059903,-74.1900996
-74.0828979999999,4.60594520015131,152,"Av Centenario (Calle 13) con Av Carrera 68, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6059452,-74.082898
-74.1125339,4.65609440015291,153,Av La Esperanza con Carrera 69B,Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6560944,-74.1125339
-74.1104379,4.55692990014971,154,Calle 48J sur con Carrera 5G,Choque con objeto fijo,Automóvil particular (1) - Andén (1),Sin lesionados,2025/05/01 00:00:00+00,4.5569299,-74.1104379
-74.1155752,4.59233910015087,155,"Carrera 30 con Calle 30 sur, sentido s→n",Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.5923391,-74.1155752
-74.1641145999999,4.62379330015188,156,"Calle 42A sur con Carrera 80F, sentido or→occ",Choque con lesionado,Automóvil particular (1) - Taxi (1) - Pasajero lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6237933,-74.1641146
-74.1113531999999,4.68013090015372,157,"Carrera 80 con Calle 57 sur, sentido n→s",Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6801309,-74.1113532
-74.1030873,4.61155310015147,158,Calle 3 con Carrera 36,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6115531,-74.1030873
-74.1041451999999,4.56433980014993,159,Calle 37 sur con Carrera 9,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.5643398,-74.1041452
-74.0866963999999,4.52987050014884,160,Transversal 15 este con Calle 61A sur,Choque con lesionado,Motociclista lesionado (2),Con lesionados,2025/05/01 00:00:00+00,4.5298705,-74.0866964
-74.0358255,4.72406430015516,161,Calle 145 con Carrera 12,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.7240643,-74.0358255
-74.0606324999999,4.64624220015264,162,Calle 61 con Av Carrera 7,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.6462422,-74.0606325
-74.1827612,4.60164720015116,163,"Carrera 78B con Calle 65A sur, sentido n→s",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.6016472,-74.1827612
-74.1158273,4.66135580015307,164,"Av El Dorado (Calle 26) con Av Boyacá, sentido occ→or",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6613558,-74.1158273
-74.0911343,4.62519760015192,165,Calle 20 con Carrera 36,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.6251976,-74.0911343
-74.113528,4.58001270015046,166,"Carrera 21B con Calle 31C sur, sentido s→n",Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.5800127,-74.113528
-74.1605041999999,4.59138220015083,167,"Carrera 70 con Calle 61 sur, sentido n→s",Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.5913822,-74.1605042
-74.0720919999999,4.71098860015473,168,Calle 46 sur con Carrera 20,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.7109886,-74.072092
-74.1161486999999,4.53926440014911,169,Calle 56A sur con Carrera 3A,Choque simple,Vehículo de servicio oficial (1) - Automóvil particular (1),Sin lesionados,2025/05/01 00:00:00+00,4.5392644,-74.1161487
-74.1767439,4.6125555001515,170,"Carrera 80 con Calle 57B sur, sentido s→n",Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6125555,-74.1767439
-74.1451096,4.59865850015107,171,Av Boyacá con Calle 44A sur,Atropello,Motociclista lesionado (1) - Peatón lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.5986585,-74.1451096
-74.0653115,4.74256590015574,172,Av Boyacá con Calle 153,Choque con lesionado,Ambulancia (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.7425659,-74.0653115
-74.1038637,4.72911900015529,173,Carrera 118 con Calle 128A,Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.729119,-74.1038637
-74.0752087,4.69107070015409,174,Carrera 69 con Calle 98A,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.6910707,-74.0752087
-74.1754066999999,4.59657400015097,175,"Autopista Sur con Carrera 75, sentido or→occ",Choque simple,,Sin lesionados,2025/05/01 00:00:00+00,4.596574,-74.1754067
-74.179773,4.60953850015141,176,"Carrera 80 con Calle 58K, sentido n→s",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.6095385,-74.179773
-74.0784538,4.67588650015357,177,Calle 75B con Carrera 61,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6758865,-74.0784538
-74.1001764,4.68035670015373,178,Av Calle 80 con Av Boyacá,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6803567,-74.1001764
-74.0606554999999,4.63213660015212,179,"Av Circunvalar con Calle 40, sentido s→n",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6321366,-74.0606555
-74.0575772,4.63488790015221,180,"Carrera 19C con Calle 49B, sentido or→occ",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6348879,-74.0575772
-74.086941,4.73900640015563,181,Calle 145 con Carrera 94A,Caida de ocupante,Tractocamión (1) - Pasajero lesionado (3),Con lesionados,2025/05/01 00:00:00+00,4.7390064,-74.086941
-74.019762,4.73646030015553,182,Diagonal 163 con Carrera 2,Choque simple,Camión (1) - Camioneta (1),Sin lesionados,2025/05/01 00:00:00+00,4.7364603,-74.019762
-74.0943473999999,4.68844820015397,183,"Av Boyacá con Calle 73 sur, sentido n→s",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6884482,-74.0943474
-74.0466494999999,4.75350600015612,184,"Calle 170 con Autopista Norte, sentido or→occ",Choque simple,Motocicleta (2),Sin lesionados,2025/05/01 00:00:00+00,4.753506,-74.0466495
-74.1440393,4.67328600015352,185,Carrera 99 con Calle 18,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.673286,-74.1440393
-74.1483901,4.55010230014948,186,"Carrera 18K con Calle 69B, sentido n→s",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.5501023,-74.1483901
-74.113528,4.58001270015046,187,"Carrera 21B con Calle 31C sur, sentido s→n",Atropello,Automóvil particular (1) - Peatón lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.5800127,-74.113528
-74.1790162,4.62424060015191,188,Av Ciudad de Cali con Calle 53 sur,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.6242406,-74.1790162
-74.1368179,4.61107190015149,189,"Carrera 69 con Calle 35 sur, sentido occ→or",Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.6110719,-74.1368179
-74.1011025999999,4.68334900015378,190,Carrera 74 con Calle 67,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.683349,-74.1011026
-74.1507658,4.61405130015155,191,"Calle 40 sur con Carrera 73, sentido n→s",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.6140513,-74.1507658
-74.0720919999999,4.71098860015473,192,"Autopista Sur con Carrera 62, sentido n→s",Varado,Bus / buseta (1),Sin lesionados,2025/05/01 00:00:00+00,4.7109886,-74.072092
-74.019762,4.73646030015553,193,Diagonal 163 con Carrera 2,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/05/01 00:00:00+00,4.7364603,-74.019762
-74.0481920999999,4.74283000015574,194,"Autopista Norte con Calle 153, sentido n→s",Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.74283,-74.0481921
-74.1385724,4.59056350015078,195,"Diagonal 50 sur con Carrera 53, sentido or→occ",Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.5905635,-74.1385724
-74.1664776,4.61552500015161,196,"Carrera 78M con Calle 38 sur, sentido s→n",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.615525,-74.1664776
-74.0658119,4.76061460015633,197,"Av Boyacá con Carrera 170, sentido s→n",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.7606146,-74.0658119
-74.1503855,4.5754922001503,198,Carrera 44 con Calle 58C sur,Choque con lesionado,Motocicleta (2) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.5754922,-74.1503855
-74.1035373,4.73649770015552,199,"Calle 131B con Carrera 109B, sentido s→n",Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.7364977,-74.1035373
-74.0720919999999,4.71098860015473,200,"Av Carrera 68 con Av Calle 80, sentido n→s",Autolesionado,Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.7109886,-74.072092
-74.0474677,4.6835654001538,201,Carrera 14 con Calle 91A sur,Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.6835654,-74.0474677
-74.1001764,4.68035670015373,202,Av Boyacá con Calle 81,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6803567,-74.1001764
-74.0932238999999,4.60269740015121,203,Carrera 24 con Calle 6,Falla semafórica,Intersección semafórica (1),Sin lesionados,2025/05/01 00:00:00+00,4.6026974,-74.0932239
-74.109178,4.62910180015207,204,"Av Carrera 68 con Av Centenario (Calle 13), sentido n→s",Choque simple,Motocicleta (1) - Bicicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.6291018,-74.109178
-74.0663284,4.73601770015553,205,"Av Boyacá con Av Suba, sentido s→n",Choque simple,,Sin lesionados,2025/05/01 00:00:00+00,4.7360177,-74.0663284
-74.0896913,4.59952230015109,206,Av Comuneros con Carrera 26,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.5995223,-74.0896913
-74.0689513,4.72514620015517,207,Calle 134 con Carrera 59,Choque con lesionado,Camioneta (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.7251462,-74.0689513
-74.1918694,4.63923960015239,208,Carrera 98C con Calle 55 sur,Atropello,Motocicleta (1) - Peatón lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6392396,-74.1918694
-74.1424091,4.67823790015366,209,"Carrera 103A con Calle 22, sentido s→n",Choque con lesionado,Automóvil particular (1) - Ciclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6782379,-74.1424091
-74.0951606,4.57059870015016,210,Calle 26 sur con Carrera 71G,Choque simple,Motocicleta (2),Sin lesionados,2025/05/01 00:00:00+00,4.5705987,-74.0951606
-74.1424782999999,4.61912540015171,211,Av Primero de Mayo con Calle 72N,Choque simple,Motocicleta (2),Sin lesionados,2025/05/01 00:00:00+00,4.6191254,-74.1424783
-74.1415109,4.61231560015151,212,"Av Boyacá con Calle 37C sur, sentido n→s",Choque con lesionado,Bus SITP (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6123156,-74.1415109
-74.0347705999999,4.68897930015399,213,"Av Carrera 7 con Calle 167C, sentido s→n",Choque simple,,Sin lesionados,2025/05/01 00:00:00+00,4.6889793,-74.0347706
-74.2020977999999,4.62100620015181,214,Calle 74B sur con Carrera 88,Choque con lesionado,Motocicleta (2) - Conductor lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6210062,-74.2020978
-74.1578957,4.59606240015098,215,"Autopista Sur con Carrera 67, sentido occ→or",Varado,Bus / buseta (1),Sin lesionados,2025/05/01 00:00:00+00,4.5960624,-74.1578957
-74.1626353,4.61508190015161,216,Av Ciudad de Villavicencio con Av Primero de Mayo,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.6150819,-74.1626353
-74.1538328999999,4.64273400015252,217,"Av Ciudad de Cali con Calle 6C, sentido s→n",Choque simple,Bus SITP (1) - Automóvil particular (1),Sin lesionados,2025/05/01 00:00:00+00,4.642734,-74.1538329
-74.0428137,4.74630370015587,218,"Calle 166 con Av Carrera 7, sentido s→n",Choque con lesionado,Motocicleta (2) - Conductor lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.7463037,-74.0428137
-74.1288994,4.56595540015001,219,Carrera 17A con Calle 53 sur,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.5659554,-74.1288994
-74.1597500999999,4.57450900015026,220,Diagonal 69C sur con Carrera 48A,Choque con objeto fijo,Pared / muro (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.574509,-74.1597501
-74.0906517,4.56407730014995,221,Diagonal 28 bis sur con Carrera 1,Atropello,Motocicleta (1) - Peatón lesionado (1),,2025/05/01 00:00:00+00,4.5640773,-74.0906517
-74.0892059999999,4.63396170015221,222,Av El Dorado (Calle 26) con Carrera 40,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6339617,-74.089206
-74.0720919999999,4.71098860015473,223,"Av Ciudad de Cali con Calle 8C, sentido s→n",Varado,Automóvil particular (1),Sin lesionados,2025/05/01 00:00:00+00,4.7109886,-74.072092
-74.1211276,4.7142117001548,224,Carrera 110 con Calle 77,Choque con lesionado,Automóvil particular (2) - Conductor lesionado (2),Con lesionados,2025/05/01 00:00:00+00,4.7142117,-74.1211276
-74.1754066999999,4.59657400015097,225,"Autopista Sur con Carrera 75, sentido occ→or",Choque simple,,Sin lesionados,2025/05/01 00:00:00+00,4.596574,-74.1754067
-74.0330913,4.69961760015437,226,"Carrera 9 con Calle 123, sentido s→n",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.6996176,-74.0330913
-74.0862519,4.58307260015054,227,"Carrera 8 con Calle 7 sur, sentido n→s",Choque simple,Taxi (1) - Motocicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.5830726,-74.0862519
-74.0879101,4.64404990015252,228,"Carrera 50 con Calle 44D, sentido n→s",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6440499,-74.0879101
-74.0965035999999,4.5571619001497,229,"Calle 37 sur con Carrera 1A este, sentido or→occ",Choque con lesionado,Motocicleta (2) - Conductor lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.5571619,-74.0965036
-74.1223836999999,4.58338660015055,230,"Diagonal 40 sur con Carrera 34, sentido s→n",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.5833866,-74.1223837
-74.0964289999999,4.74093900015567,231,"Calle 139 con Carrera 103C bis, sentido s→n",Choque simple,Bicicleta (2),Sin lesionados,2025/05/01 00:00:00+00,4.740939,-74.096429
-74.0644808,4.70888880015467,232,"Calle 127 con Carrera 55, sentido occ→or",Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.7088888,-74.0644808
-74.1382743,4.62714550015198,233,Av Boyacá con Calle 4 sur,Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.6271455,-74.1382743
-74.1134994,4.51510660014831,234,Calle 75 sur con Carrera 10,Choque simple,Camión (1) - Automóvil particular (1),Sin lesionados,2025/05/01 00:00:00+00,4.5151066,-74.1134994
-74.1229011999999,4.59150470015081,235,Carrera 34B con Calle 38A sur,Choque simple,Automóvil particular (1) - Motocicleta (1),Sin lesionados,2025/05/01 00:00:00+00,4.5915047,-74.1229012
-74.1537954999999,4.66044850015305,236,Av Centenario (Calle 13) con Carrera 98,Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1) - Acompañante lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6604485,-74.1537955
-74.0450336,4.75859440015627,237,"Autopista Norte con Calle 127, sentido n→s",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.7585944,-74.0450336
-74.1042403,4.69594050015425,238,Carrera 85 con Calle 83A,Choque simple,Taxi (1) - Automóvil particular (1),Sin lesionados,2025/05/01 00:00:00+00,4.6959405,-74.1042403
-74.1944812,4.60238880015116,239,"Transversal 78A con Calle 71 sur, sentido n→s",Choque con lesionado,Automóvil particular (1) - Taxi (1) - Pasajero lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6023888,-74.1944812
-74.1126963999999,4.6561232001529,240,"Av La Esperanza con Calle 75, sentido or→occ",Choque simple,Automóvil particular (2),Sin lesionados,2025/05/01 00:00:00+00,4.6561232,-74.1126964
-74.0331467999999,4.69368390015416,241,"Av Pepe Sierra con Av Carrera 7, sentido s→n",Choque con lesionado,Taxi (1) - Ciclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6936839,-74.0331468
-74.0778692,4.59022940015079,242,"Av Carrera 10 con Av Comuneros, sentido n→s",Choque con lesionado,Automóvil particular (1) - Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.5902294,-74.0778692
-74.1181372999999,4.62879130015204,243,Av Américas con Carrera 69C,Autolesionado,Motociclista lesionado (1),Con lesionados,2025/05/01 00:00:00+00,4.6287913,-74.1181373
